"day";"toptags"
"2016-06-15";"feelthebern,stillsanders,bernieorbust,2a,banislamnotguns"
"2016-06-16";"trump2016,2a,neverhillary,orlandounited,cbctech2020,fastforward,indicthillary,race,makeamericagreatagain,banislamnotguns,pplsummit,filibuster,makeitstop,iwontgiveupuntil"
"2016-06-17";"blacklivesmatter,trump2016,mariowoods,nohateinourstate,iamwithher,neverhillary,trumpindallas,ourrevolution,maga,periscope,fb,inspiring,dumptrump,emanuelame,abff,orlando"
"2016-06-19";"makeamericagreatagain,neverhillary,stophillary,trump2016,maga,trump,banislam"
"2016-06-20";"wakeupamerica,tcot,blacklivesmatter,rednationrising,feelthebern,witch,washingtoncartel,orlando,worldrefugeeday,wakeup,thefeeling,refugeecrisis,ccot,orlandoshooting,thisneedstogoviral,crookedhillary,neverhillary,disarmhate,mariowoods,southafrica,imwithher,selfcare,rolandmartinshow,fauxnews,blackfriday14"
"2016-06-21";"obamanextjob,neverhillary,queenat90,obama,orlandoshooting,orioles,2a,disarmhate"
"2016-06-22";"btp,policebrutality"
"2016-06-23";"reasonstoleaveeu,neverhillary"
"2016-06-24";"lifebeforelogi,usa,trump2016,neverhillary"
"2016-06-25";"trump,namethisarmy,trump2016,whydontyoutry,brexit,trumpwall,staymadabby,namethismilitary,blackexcellence,neverforget,neverhillary,maga,gameofthrones,beckywiththebadgrades,wimbledon"
"2016-06-26";"livefromthe90s"
"2016-06-28";"benghazi,gop,votetrump2016,benghazireport,youtube,indicthillary,hillary4prison,makeamericagreatagain,getmyattentionin4words,lgbt,privateprisons,brexit"
"2016-06-29";"magicbutreal,uniteblue,disarmhate,badmonstermovies,bitcoin,votetrump2016,indicthillary"
"2016-06-30";"magicbutreal,trump2016,makeamericagreatagain,makeamericagreaagain,brexit"
"2016-07-01";"maga,trump,banislam,religionofpeace,tcot"
"2016-07-02";"trump,hillary,growingupthick,votetrump2016,breakingnews,tcot,trump2016,makeamericagreatagain,wakeupamerica,maga"
"2016-07-03";"2a,indicthillary,makeamericagreatagain,trump2016,benghazi,wakeupamerica,women4trump"
"2016-07-04";"trump2016"
"2016-07-05";"trump2016,scorpions,1776trump,waronwomen,rasen,muralsdc,afd,neverhillary,imagine,clinton,nationalbikiniday,wakeupamerica,independencedayresurgence,maga,happyindependenceday"
"2016-07-06";"tagdeskusses,messi,trump2016,pokemongo,riggedsystem,us,frauenministerium30,afghanistan"
"2016-07-07";"blackskinisnotacrime,hillary,upliftingstory,nutrition,vets,noneoftheabove,kindle,kellyfile,defundpp,riggedforhillary,isis,cr4u,philandocastile,unbornlivesma,istand,altonsterling,whereislavishreynolds,blacklivesmatter,comey,hillaryclinton,pjnet,mood,trumptrain,votetrump,blac,latina,makeamericagreatagain,philandocastille"
"2016-07-08";"dallaspoliceshooting,dallaspoliceshootings,dallas"
"2016-07-09";"blacklivesmatter,dallas,maga,blm,whiteprivilegemeans,dallaspoliceshootings,latinosfortrump,crookedhillary,trump2016"
"2016-07-10";"blacklivesmatter,dallas,bluelivesmatter,whiteprivilegemeans,presidentobamanotbarry,trump2016"
"2016-07-11";"blacklivesmatter,protestersarecriminals,conservativebecause,trump,renewus,opserenashim,blm,deadandcompany,dallas,alllivesdidntmatter,diacwfwg,politics,memphis,bluelivesmatter,derayhasbeenreleasedparty,blackpower,germany,whiteinventions,policelivesmatter,fnpolitics,altonsterling,rip,wakeupamerica,imherefor,cleveland,america,rnc2016"
"2016-07-12";"dallasmemorial,cleveland,trump2016,lynchhearing,neverhillary,sports,unfall,gro,bari,feelthebern,potus,feelingthetruebern,sge,unwetter,inselstreit,politics,l,zugungl,braunau,killary,votetrump2016"
"2016-07-13";"wearetheleft,trump2016,hillarytoprison2016,humanrightswatch,deray,merkel,cleveland,politics,texas,blm,brexit,digitalisierung,natosummit,latinosfortrump,2a,theresamay,blacklivesmatter"
"2016-07-14";"cleveland,nice,sports,nice06,trump2016,trumptrain,religionofpeace,votetrump2016,thursdaythoughts,niceattack,makeamericagreatagain,blacklivesmatter,prayfornice,wearetheleft,politics,nicefrance"
"2016-07-15";"cleveland,politics,sports,trumppence,prayfornice,trump2016,veteransusa,veterans,nice,blacklivesmatter,potustownhall,trump,usveterans,nicefrance,hillary,veterans_us"
"2016-07-16";"cleveland,politics,sports,resignobama,thingshillarywillneverhave,news,local,trump2016,rnc2016,2016in3words,trumppence16,ohioagainsthate,democratsfortrump,niceattack,crookedhillary,breaking,rncincle,neverhillary,roadtocleveland,trumppence2016,nice"
"2016-07-17";"batonrouge,rncincle,politics,cleveland,blacklivesmatter,news,trump2016,topnews,wakeupamerica,wearethemedia,sports,bluelivesmatter,alllivesmatter,worstpotusever,ericgarner,niceattack,breaking,rapefugees,28pages,clevland,trumppence16"
"2016-07-18";"rncincle,politics,cleveland,batonrouge,gopconvention,freddiegray,resignobama,rnc2016,trumppence16,resistrnc,blacklivesmatter,organizecle,germany,trump2016,nerdlandforever,omnihotel,nottoolateto,bikers4trump,dallas,makeamericasafeagain,sports,news,rnc,trumptrain,religionofpeace,axeattack,lationos4trump,würzburg,breaking,altonsterling,chicago,rapefugees,javierdunn,feelthebern,republicannationalconvention,nelsonmandela,socialmedia,stlouis,nice,entertainment,rioolympics,gop,local,crookedhillary,mondaymotivation,republicanconvention,blackpanther"
"2016-07-19";"rncincle,politics,cleveland,news,gopconvention,trump2016,famousmelaniatrumpquotes,trumppence16,batonrouge,blacklivesmatter,benghazi,periscope,topvideo,betxrnc,bluelivesmatter,gopincle,whatsatstake,topnews,stlouis,alllivesmatter,breaking,thankyoumrsobama,neverhillary,nice,prayforgermany,sports,entertainment,local,germany,axeattack,donaldtrump,canicule,actonclimate,nochill,blacklivesmatters,makeamericasafeagain,bernieorbust,handarat,this,freddiegray,morefunwithtwo,aleppo,religionofpeace,melaniatrump,batonrougeshooting,nevertrump,crookedhillary,business,würzburg,racism,genelelaird,refugeeswelcome,syria,becky,world,axecontrol,makeamericagreatagain,resignobama,paulryan,cleanenergy,polls,makeamericaworkagain,feminism,bikers4trump"
"2016-07-20";"politics,rncincle,news,cleveland,overheardatrnc,makeamovieblack,topnews,sports,goodmorningin3words,gopconvention,trump2016,topvideo,local,breaking,prayforsyria,pokemongo,blacklivesmatter,neverhillary,youhavegotto,wakeupamerica,stlouis,trump,w,freemilo,hillaryforprison2k16,ohio,rnc2016,famousmelaniatrumpquotes,libtards,entertainment,rnc,dallaspoliceshooting,killary,lockherup,badhousewarminggifts,2a,lohndumping,islamistheproblem,michellediditbetter,confessionsofan80skid,celebs"
"2016-07-21";"merkelmussbleiben,merkel,politics,cdu,cleveland,afd,rncincle,eu,news,brexit,trumpiswithyou,nato,ttip,trump2016,trumpyourself,petry,usa,hollande,deutschland,thursdaythoughts,erfahrung,nizza,makeamericagreatagain,breaking,blacklivesmatter,freemilo,alllivesmatter,bev,neverhillary,trump,charleskinsey,bluelivesmatter,topvideo,business,feelthejohnson,gomez,nevertrump,erictrump,topnews,fcbmcfc,altonsterling,maischberger,hillary4prison,liebe,bundeskanzlerin,feelthebern,world,europa,america1st,imwithher,blog,stlouis,wakeupamerica,erdogan,sie,hillaryforprison2016,entertainment,sports,btp,blm,schei,innsicho,rnc,trumppence16,rio2016,policebrutality,9today,welt,girlstalkselfies,batonrouge,noracismnohate"
"2016-07-22";"rncincle,politics,munich,dncleaks,news,cleveland,breaking,gopconvention,pence,trumpiswithyou,trump2016,neverhillary,alllivesmatter,trumppence16,makeamericaoneagain,obama,berniesanders,americafirst,wakeupamerica,nice,blacklivesmatter,feelthebern,freemilo,maga,money,münchen,btp,trumpspeechinfourwords,business,prayformunich,makeamericagreatagain,elliottwilliams,topnews,riggedsystem,police,beforeivotefortrump,world,tamirrice,nohatespeech,trumppence2016,dallas,stillsanders,blackgirlmagic,health,apocalypseresolutions,trump,topvideo,republican,sports,makeamericasafeagain,bankblack,coldwater,hillary,breivik,trumptrain,votetrump2016,religionofpeace,crookedhillary,teenwolf,2a,hillary2016,feminismiscancer,wikileaks,marchfortrump,bernie"
"2016-07-23";"dncleak,comicconin5words,politics,itmaycomeasashocktoyoubut,dncleaks,munich,news,trump,imwiththem,trump2016,americafirst,topvideo,neverhillary,imwithher,clintonkaine,dncinphilly,crookedkaine,dncemails,local,clintonkaine2016,yeswekaine,votetrump2016,vetsfortrump,berniemustdisavow,is,business,breaking,indicthillary,blacklivesmatter,demexit,makeamericagreatagain,wikileaks,lawandorder,armstrongandgetty,maga"
"2016-07-24";"politics,dncinphl,demsinphilly,news,dncleak,neverhillary,fakedncfacts,cleveland,dnc,cleanenergymarch,btp,policebrutality,breaking,dncleaks,blacklivesmatter,trump,topvideo,trumptrain,peoplepower,2a,trump2016,rapefugees,rncincle,hillaryclinton,munich,corruptdnc,trumpsterwarriors,maga,americafirst,rednationrising,riggedsystem,cleanenergyrevolution,dncinphilly,alwaystrump,truth,trumppence16,vets,waronwomen,tcot,breaionking"
"2016-07-25";"politics,demsinphilly,demconvention,dncinphl,news,neverhillary,cleveland,dncchecklist,feelthebern,dnc,trump2016,berniesanders,donaldtrump,dncleak,makeamericagreatagain,dncmovies,trumppence16,notpp,nooffencebut,crookedhillary,buildthewall,votetrump2016,demexit,wakeupamerica,hillaryclinton,russia,benghazi,g20,trump,media,crooked,entertainment,iran,trumpnation,bluelivesmatter,topvideo,hillaryforprison,berniemustdisavow,local,hillaryrottenclinton,neverh,blackoutcnn,breaking,dncdisaster,riggedsystem,dncleaks,rednationrising,hillary4prison"
"2016-07-26";"demsinphilly,politics,demconvention,andthatswhenistartedcrying,dncconvention,news,dncinphl,dncleak,merkel,demsinphl,cleveland,normandy,rollcallvote,franceattack,blacklivesmatter,feelthebern,flotus,breaking,rollcall,dncleaks,topvideo,trumppence16,makeamericagreatagain,stanconfessions,michelleobama,entertainment,michelleobamamade,local,theresasignifeverisawone,blackdncresistance,susansarandon,religionofpeace,unlikelylastrequests,crookedhillary,business,refugeeswelcome,iamwithher,rncincle,hillary2016,hillaryclinton,kindafinetwitter,marchfortrump,berniesanders,riggedsystem,rallcallvote,americafirst,toefl,trump2006,fuckislam,askjoey,got,harvleen,stlouis,selfieforriego,dnc,sports,andreaburton,sarahsilverman,tech"
"2016-07-27";"politics,ifhillarybecomespresident,demsinphilly,whatihatein5words,messupaquote,demconvention,iprocrastinateby,cleveland,news,hillaryclinton,dncinphl,trump,thingsicanneverresist,mothersofthemovement,blacklivesmatter,class,pence,business,pokemongo,billclinton,tesla,stlouis,windows10,trumppence16,berniesanders,trump2016,rouen,bach,wagenknecht,blm,entertainment,trumptrain,freddiegray,dncleak,topnews,manning,dncatphl,breaking,demexit,billlovesrape,tellusatoday,imwithheriguess,dncconvention,michelleobama,blackbusinessesmatter,dncwalkout,benghazi,sandrabland,russia,imwithher,dnc,sayhername,money,topvideo,tech,blackhistory,trayvonmartin,bodypartactors"
"2016-07-28";"politics,news,demsinphilly,dncinphl,dnc,nevertrump,bradleycooper,breaking,cleveland,iamafeminist,idontthinkiwasmeantto,topvideo,electionfraud,bernie,occupydnc,exitpollgate,demconvention,usa,badthingstoassume,trumptrain,blackhistory,justicenow,hillaryforprison,trump2016,neverhillary,stlouis,potus,trump,entertainment,askcamila,serbia,texas,ilf2016,banislam,trumppence16,religionofpeace,local,is,motherhoodmovies,ikea,crookedhillary,business,nomorecheekstoturn,2a,doc,obama,obamaspeech,americanmuslims,celebs,ue,bantheburka,blacklivesmatter,clinton,benghazi,fcbacm,wakeupamerica"
"2016-07-29";"politics,pjnet,demsinphilly,tcot,imwithher,trump,2a,imwithhernow,dnc,trump2016,crookedhillary,realdonaldtrump,gop,usa,ccot,news,mexico,veterans,nra,hillaryclinton,military,navy,army,nyc,clinton,hannity,israel,prolife,1a,usmc,latinos,votetrump2016,hispanics,rncincle,guncontrol,democrats,rt,america,florida,jewish,obama,breaking,dncinphl,cleveland,trumppence16,lockherup,berniesanders,demconvention,blackwomendidthat,hillary,bloomberg,trumptrain,rr,ihatemycountryandwantitdestroyed,imnotwithher,wisconsin,merkel,stopislam,americafirst,tcop,beltwaybozos,jillnothill,feelthebern,airforce,bokoharam,texas,defundpp,maga,truth,turnoffcorpmedia,inprimary,deprimary,mdprimary,waprimary,unitedstates,donaldtrump,conservatives,humaabedin,caprimary,europe,quantitativeeasing,wakeupamerica,blacklivesmatter,latino,d,nyprimary,nato,paprimary,1,ctprimary,makedclisten,topvideo,crusades,conservative,americans,mo,benghazi,demcon,sharia,nevertrump,billwarnerphd,yafcon,makeamericagreatagain,justsaying,stlouis,iamafeminist,gjm,islam,isis,gogreen,ramadan,clintoncash,business,uswahl2016,counterjihad,irs,corsica,demplatform,wikileaks,spoketogod,abortion,money,unityin5words,jfk,vintage,sandiego,werbung,melania,كلينتون,dncleak,womensempowerment,scheinsteiger,losangeles,indicthillary,demexit,neverhillary,wehatehillary,heswithus,socialmed,election2016,lollapallooza,liberallogic,روسيا,sports,wakethefuckup,twitter,sysadminday,entertainment,mittagspause,tech,local,history,banislam"
"2016-07-30";"ihatepokemongobecause,politics,timetravelerproblems,trumpsacrifices,news,3wordhillary,imwithher,demconvention,blm,attentionkmartshoppers,blacklivesmatter,internationalfriendshipday,makeamericagreatagain,unityin5words,faketrumpintelligencebriefing,neverhillary,demsinphilly,business,myachillesheel,eilmeldung,uswahl,bankenstresstest,clinton,elektroautos,cleveland,us,trumppence16,nowplaying,caturday,wembley,trumptherapist,t,syrian,pokemongo,dncinphl,hillaryclinton,olympia,ihatepokemon,riggedsystem,google,raqqa,karawankentunnel,luftgitarre,sandiego,religionofpeace,saturdaymorningvibes,voterid,baf,csu,crookedhillary,tcot,mybad,breaking,riggedelections,medienwandel,harrypotter,counterjihad,afterafewdrinks,corsica,ezb,police,vaporeon,dailyshow,akp,vatikan,brasilien,ankara,tooeasy,snapchat,g,ingodwetrust,americafirst,museen,s,kommentar,pok,stresstest,maga,erdogan,trump,money,blacktwitter,sports,demcon,eu,bluelivesmatter,kretschmann,imwithhernow,trump16,dallaspoliceshooting,scared,hillary"
"2016-07-31";"politics,news,jillnothill,imwithhernow,despitewhatyoumighthaveheard,mlksitin,trumptreason,trump,khizrkhan,ivenoticed,makeamericagreatagain,intelgroup,neverhillary,cleveland,trumpsacrifices,trumppence16,donaldtrump,ghazalakhan,demexit,internationalfriendshipday,nevertrumporhillary,austinshooting,imwithher,sports,pharrellwilliams,blackjoy,africanhistory,world,blackjoysunday,myblackroots,mlksitinbmore,americafirst,blackcreatives,riggedsystem,russiavsisil,money,prayfortexas,africa,benghazi,detroit,blackart,trumplethinskin,mlksitinbrouge,topvideo,signededition,clintonkaine,policebrutality,bluelivesmatter,melaniatrump,mlksitindetroit,whitesupremacy,business,popup,daesh,clintoncash,mlksitinharlem,mlksitingr,killercops,mlksitinindy,dncleak,lorealtsingine,2a,facts,indicthillary,amjoy,breaking,rapefugees,koeln3107,slavenarratives,hatshepsut"
"2016-08-01";"politics,firstladyrulebook,news,trump2016,2a,wakeupamerica,cleveland,business,nevertrump,topnews,neverhillary,disasterstrikes,potus2016,rulesforthefirstman,trumppence16,hillaryforprison,racism,clinton,ihatepokemongobecause,tcot,lorealtsingine,breaking,canyouhearusnow,flintwatercrisis,iraq,dnc,stlouis,liberallogic,maga,topvideo,isis,refugeesnotwelcome"
"2016-08-02";"politics,news,neverhillary,hillaryforprison,crookedhillary,topnews,tcot,benghazi,trumpolympics,trump2016,local,topvideo,imnotwithher,world,cleveland,wakeupamerica,bluelivesmatter,business,makeamericagreatagain,money,trump,ccot,trumppence16,hillary,teamtrump,hillaryrottenclinton,libya,breaking,blacklivesmatter,muslimawarenessmonth,imwithher,dallas,america,twd,maga,wearethemedia,demconvention,dnc,sundaypolitics,notwithher,banislam,teaparty,trumptrain,itstimeitoldyou,alllivesmatter,sandiego,unlikelystripclubnames,dncleak,sundaymorning,nevertrump,indicthillary,brokeback,lockherup,islamistheproblem,chicago,canyouhearusnow,imwithyou,korryngaines,hillary4prison,hillaryclinton"
"2016-08-03";"myolympicsportwouldbe,songshannibalwouldsing,electiondayin5words,politics,news,hipsterschoolsupplieslist,neverhillary,imwithher,tcot,topnews,markmywords,iranransomscandal,hillary2016,hillyes,trump,crookedhillary,strongertogether,maga,trumppence16,islamophobic,khizrkhan,imnotwithher,foxnews,iran,hillaryforprison,trumptrain,florida,trump2016,wakeupamerica,wearethemedia,world,blacklivesmatter,cleveland,benghazi,ccot,jews,hillary,makeafilmsmaller,orlando,gop,iforgottosay,hitler,demexit,obama,breaking,surrender,pjnet,money,topvideo,dumpryan,isis,bb4sp,local,trumpolympics,clintonkaine,sandiego,baby,trainwreck,religionofpeace,alllivesmatter,milkproductsongs,refugeeswelcome,trumppence,french,propaganda,jamesbaldwin,feminismiscancer,canyouhearusnow,hillary4prison,korryngaines,timkaine,quote,iranransom,hillaryclinton,clinton,muslimawarenessmonth,dnc,stlouis,daytona,saudi,makeamericasafeagain,sports,katrinapiersonhistory,impeachobama,wednesdaywisdom"
"2016-08-04";"obamaswishlist,weedsillegalbut,thingstodoinawaitingroom,politics,hillaryaccomplishments,maga,neverhillary,trumppence16,trump,crookedhillary,trumptrain,trump2016,electiondayin5words,news,imnotwithher,alwaystrump,whenimdowni,hillaryforprison,clinton,hillary4prison,blackunity,cleveland,atomwaffen,thatdoesimpressmemuch,tcot,hillaryclinton,world,zika,london,topnews,happybirthdaymrpresident,peace,obama,trumppence2016,wakeupamerica,potus,icecreammanthemovie,imwithher,russellsquare,hillary,lockherup,makeamericagreatagain,supremecourt,whenimetmytweepin7words,dtmag,pjnet,sports,usa,votetrump,rightnowicoulduse,hillarysaccomplishments,thursdaythoughts,breaking,copolitics,animalprotestor,hillaryrottenclinton,2a,handcuffhillary,blacklivesmatter,japan,ukip,middleclasstaxes,dncleaks,trumpsterwarriors,icymi,stillsanders,pinkschockt,wearethemedia,feelthebern,pinkschickt,iranransom,benghazi,obamabirthday,s04bfc,stlouis,manbij,ccot,health,murderer,hassprediger,asklamiya,thingsinthemuseumofme,coleg,preen,money,obamahillary,hiroshima,topvideo,iran,wakeupwisconsin,isis,gop,american,prison,local,chelsea,nevada,cosen,votetrump2016,policebrutality,nagasaki,steinmeier,schuljahr,strangesignsoftheapocalypse,business,cnnblackout,clintoncash"
"2016-08-05";"politics,news,crookedhillary,trump,world,neverhillary,hillary4prison,trumppence16,topnews,whatmakeshillaryshortcircuit,hillaryaccomplishments,wakeupamerica,maga,imwithher,topvideo,trumptrain,business,hillaryforprison,imnotwithher,wakeup,happy55th,demconvention,dtmag,jobsreport,benghazi,onlytrump,liberallogic,pjnet,ccot,blm,stlouis,corrupt,alwaystrump,elitedangerous,indithillary,bluelivesmatter,aftertrumpimplodes,canttrusthillary,aleppo,blacktolive,canttrusther,tcot,liberalolympicevent,canttrustclintons,hillno,killary,lockherup,queenof,religionofpeace,pauloneal,orlando,donttellthekidsbut,lyinghillary,bethechange,hillarysaccomplishments,dncleak,trump2016,strongertogether,clinteastwood,climatechange,dncleaks,hillaryrottenclinton,blacklivesmatter,marchfortrump,woman4trump"
"2016-08-06";"maga,tcot,politics,alwaystrump,trumptrain,news,crookedhillary,ccot,gop,neverhillary,hillaryforprison,hillary4prison,firstsevenjobs,trump2016,wakeupamerica,trump,trumppence16,hillaryclinton,world,makeamericagreatagain,obama,djt,blacklivesmatter,lnyhbt,americafirst,iran,usa,bluelivesmatter,pjnet,newhampshire,votetrump,rigged,aftertrumpimplodes,crookedhillaryclinton,demswaroncops,wi01,donaldtrump,teamtrump,dncleak,imwithyou,jobs,nevertrump,hillary2016,p2,cashinin,demexit,hillarysaccomplishments,president,imnotwithher,pokemongo,dncleaks,icymi,feelthebern,wth,iranransom,clinton,benghazi,whatmakeshillaryshortcircuit,dtmag,showyourcrowds,woman4trump,clintoncontamination,churchtownhall,stlouis,hillary20,cnnleaks,belgium,obamabirthday,onlytrump,multiculturalism,trumparmy,iraq,isis,video,neverhill,topvideo,lyin,hillary"
